Category,Message,text_length,clean_text
ham,Thanx a lot...,14,thanx lot
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,hurry home u big butt hang last caller u food done im starving dont ask cooked
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,78,lol right diet everyday cheat anyway im meant fatty
ham,Its a great day. Do have yourself a beautiful one.,50,great day beautiful one
ham,What happened in interview?,27,happened interview
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,badrith chennaii surely pick usno competition
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,82,tot group mate lucky havent reply wat time ü need leave
ham,Hey you around? I've got enough for a half + the ten I owe you,62,hey around ive got enough half ten owe
ham,Hey tmr maybe can meet you at yck,33,hey tmr maybe meet yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,68,alrite sam nic checkin ur numberso ittb
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,107,making easy pay back ltgt yrs say pay back earlier get
ham,Not to worry. I'm sure you'll get it.,37,worry im sure youll get
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",132,gas station like block away house youll drive right since armenia ends swann take howard
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",138,someone u know asked dating service contact cant guess call revealed pobox lshb p
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,camera awarded sipix digital camera call fromm landline delivery within days
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,tuition hm go one mind
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",83,im smoking people use wylie smokes much justify ruining shit
ham,Dear good morning how you feeling dear,38,dear good morning feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,114,little meds say take every hours pain back took another hope dont die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",151,beautiful tomorrow never comes comes already today hunt beautiful tomorrow dont waste wonderful today goodmorning
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,79,dunno lei ü decide lor abt leona oops tot ben going n msg
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,hi moved pub would great c u u cud come
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,156,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,134,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",158,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
ham,Just do what ever is easier for you,35,ever easier
spam,RCT' THNQ Adrian for U text. Rgds Vatian,40,rct thnq adrian u text rgds vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,165,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call im babysitting monday
ham,"It'll be tough, but I'll do what I have to",42,itll tough ill
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,320,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,93,hi darlin finish u pick meet text back number luv kate xxx
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",148,set place heart mind mind easily forgets heart always remember wish happy valentines day
ham,But i'm surprised she still can guess right lor...,50,im surprised still guess right lor
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,71,okie ü wan meet bishan cos bishan im driving today
ham,Oh ho. Is this the first time u use these type of words,55,oh ho first time u use type words
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
ham,I know you are serving. I mean what are you doing now.,54,know serving mean
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113,huh hyde park mel ah opps got confused anyway tts e best choice den juz take
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,70,oh gei happend tron maybe ill dl
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146,free message activate free text messages replying message word free terms conditions visit wwwcom
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,know girls always safe selfish know got pa thank good night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage.",71,worries hope photo shoot went well spiffing fun workage
ham,I'm freezing and craving ice. Fml,33,im freezing craving ice fml
ham,Kay... Since we are out already,31,kay since already
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,91,eh sorry leh din c ur msg sad already lar watching tv u still office
ham,Yo im right by yo work,22,yo im right yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,ok darlin supose ok worry muchi film stuff mate babysit call therexx
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,wake since checked stuff saw true available spaces pls call embassy send mail
ham,Nope... Juz off from work...,28,nope juz work
ham,Huh so fast... Dat means u havent finished painting?,52,huh fast dat means u havent finished painting
ham,what number do u live at? Is it 11?,35,number u live
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",126,put party days week study lightly think need draw custom checkboxes know hardcore
ham,Sac will score big hundred.he is set batsman:-),47,sac score big hundredhe set batsman
ham,Send me yetty's number pls.,27,send yettys number pls
ham,How much it will cost approx . Per month.,41,much cost approx per month
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,128,ok theory test ü going book think may coz thought wanna go jiayin isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140,contacted dating service someone know find call land line poboxwtgp
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",83,thats fine give call knows wants questions
ham,"Sorry, got a late start, we're on the way",41,sorry got late start way
ham,Then u go back urself lor...,28,u go back urself lor
ham,I AM AT THE GAS STATION. GO THERE.,34,gas station go
ham,"K, if u bored up just come to my home..",39,k u bored come home
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,babe love covers face kisses
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,like made throw smoking friends car one time awesome
ham,Still i have not checked it da. . .,35,still checked da
ham,You will go to walmart. I.ll stay.,34,go walmart ill stay
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,havent forgotten might couple bucks send tomorrow k love ya
ham,Oh great. I.ll disturb him more so that we can talk.,52,oh great ill disturb talk
ham,Reverse is cheating. That is not mathematics.,45,reverse cheating mathematics
ham,U're welcome... Caught u using broken english again...,54,ure welcome caught u using broken english
ham,No problem baby. Is this is a good time to talk? I called and left a message.,77,problem baby good time talk called left message
ham,"Sorry, I'll call later",22,sorry ill call later
ham,Oh is it! Which brand?,22,oh brand
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,368,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
ham,At what time are you coming.,28,time coming
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,82,call say coming today ok tell fool like ok
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,54,emailed yifeng part oredi ü get fr
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,68,r u sure theyll understand wine good idea slurp
ham,Minimum walk is 3miles a day.,29,minimum walk miles day
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,114,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",67,brainless baby dolld vehicle sariyag drive madoke barolla
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96,dont run away frm u walk slowly amp kills u dont care enough stop
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,78,sorry missed call lets talk time im
ham,Please attend the phone:),25,please attend phone
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,104,hate call didnt accept even single call mine even messaged
ham,No messages on her phone. I'm holding it now,44,messages phone im holding
ham,Can... I'm free...,18,im free
ham,"Yo my trip got postponed, you still stocked up?",47,yo trip got postponed still stocked
ham,"Sorry, I'll call later",22,sorry ill call later
ham,I am waiting for your call sir.,31,waiting call sir
ham,Hey what are you doing. Y no reply pa..,39,hey reply pa
ham,"Hey elaine, is today's meeting still on?",40,hey elaine todays meeting still
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,69,sorry ive gone place ill tomorrow really sorry
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,79,tiime dont let hug dont break tears
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,tomorrow going theatre come wherever u call tell come tomorrow
ham,And now electricity just went out fml.,38,electricity went fml
ham,"Looks like you found something to do other than smoke, great job!",65,looks like found something smoke great job
ham,Also andros ice etc etc,23,also andros ice etc etc
ham,:),2,
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",151,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,58,yup wun believe wat u really neva c e msg sent shuhui
ham,Hows that watch resizing,24,hows watch resizing
ham,Dear umma she called me now :-),31,dear umma called
ham,Just finished. Missing you plenty,33,finished missing plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",149,complimentary star ibiza holiday £ cash needs urgent collection landline lose boxskwpppm
ham,"Well, I meant as opposed to my drunken night of before",54,well meant opposed drunken night
ham,K... Must book a not huh? so going for yoga basic on sunday?,60,k must book huh going yoga basic sunday
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,160,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline
ham,Ok can...,9,ok
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",71,oops mums somerset bit far back tomo see soon x
ham,So u workin overtime nigpun?,28,u workin overtime nigpun
ham,Same as kallis dismissial in 2nd test:-).,41,kallis dismissial nd test
ham,O. Guess they both got screwd,29,guess got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,81,please call immediately urgent message waiting
ham,"I'm in a meeting, call me later at",34,im meeting call later
ham,What r u cooking me for dinner?,31,r u cooking dinner
ham,Ok thanx...,11,ok thanx
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,129,bull plan go floating ikea without care world live mess another day
ham,Then i buy.,11,buy
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,126,urgent mobile number awarded £ bonus caller prize call land line valid hrs
ham,Heehee that was so funny tho,28,heehee funny tho
ham,It only does simple arithmetic not percentages.,47,simple arithmetic percentages
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",59,yeah wouldnt leave hour least hows sound
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",152,valued customer pleased advise following recent review mob awarded £ bonus prize call
ham,Thanks honey. Have a great day.,31,thanks honey great day
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",140,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
ham,Good night my dear.. Sleepwell&amp;Take care,44,good night dear sleepwellamptake care
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,62,ü ask dad pick ü lar ü wan stay meh
ham,"Jus chillaxin, what up",22,jus chillaxin
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,80,hey das cool iknow wellda peril studentfinancial crisisspk u lr
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",158,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,157,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",119,whats coming hill monster hope great day things r going fine busy though
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,131,joys father john john joys father u ans ths hav ltgt iq tis ias question try answer
ham,Only once then after ill obey all yours.,40,ill obey
ham,No she didnt. I will search online and let you know.,52,didnt search online let know
ham,Where do you need to go to get it?,34,need go get
ham,No pic. Please re-send.,23,pic please resend
ham,He remains a bro amongst bros,29,remains bro amongst bros
ham,Uhhhhrmm isnt having tb test bad when youre sick,48,uhhhhrmm isnt tb test bad youre sick
ham,But i haf enuff space got like 4 mb...,38,haf enuff space got like mb
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,136,life never much fun great came made truly special wont forget enjoy one gbpsms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,157,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",152,valued customer pleased advise following recent review mob awarded £ bonus prize call
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,64,welcome please reply age gender begin eg
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,160,freemsg month unlimited free calls activate smartcall txt call subscriptngbpwk unlimited calls help stoptxt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,157,mobile mths update latest orange cameravideo phones free save £s free textsweekend calls text yes callback orno opt
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,160,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl
ham,True. Its easier with her here.,31,true easier
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,86,sure since parents working tuesday dont really need cover story
ham,Haha okay... Today weekend leh...,33,haha okay today weekend leh
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,54,hi darlin youphone im athome youwanna chat
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,193,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
ham,You've always been the brainy one.,34,youve always brainy one
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,124,yeah get random dude need change info sheets party ltgt never study safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,camera awarded sipix digital camera call fromm landline delivery within days
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",152,christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,65,sending greetings joy happiness gr evening
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,101,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
ham,If india win or level series means this is record:),51,india win level series means record
ham,Then what about further plan?,29,plan
ham,Its good to hear from you,25,good hear
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",78,awesome deal gate charles told last night uh yeah
ham,What time you thinkin of goin?,30,time thinkin goin
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,139,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,153,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,135,board working fine issue overheating also reslove still software inst pending come around clock
ham,Yes but I don't care cause I know its there!,44,yes dont care cause know
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",89,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",141,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
ham,Sitting ard nothing to do lor. U leh busy w work?,49,sitting ard nothing lor u leh busy w work
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,54,ltgt k oh send home sale
ham,Sorry. || mail? ||,18,sorry mail
ham,Ya just telling abt tht incident..,34,ya telling abt tht incident
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,107,yes outside like hours called whole family wake cause started
ham,Ugh just got outta class,24,ugh got outta class
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",274,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,118,dont file bagi work called mei tell find anything room
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,158,need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb u liao u cleaning ur room
ham,Ok. I.ll do you right later.,28,ok ill right later
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,127,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni
ham,Have your lunch and come quickly and open the door:),52,lunch come quickly open door
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,153,heard u call night knickers make beg like u last time xx luv nikiyunet
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,131,back bit long cos accident divert via wadebridgei brilliant weekend thanks speak soon lots love
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",155,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,101,bloomberg message center wait apply future bloombergcom
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,73,seeking lady street freak sheets
ham,My phone,8,phone
ham,"Haha figures, well I found the piece and priscilla's bowl",57,haha figures well found piece priscillas bowl
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",106,actually fuck whatever find excuse tampa point january though
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,156,urgent trying contact u todays draw shows £ prize guaranteed call land line claim validhrs
ham,yay! finally lol. i missed our cinema trip last week :-(,56,yay finally lol missed cinema trip last week
ham,All day working day:)except saturday and sunday..,49,day working dayexcept saturday sunday
ham,aathi..where are you dear..,27,aathiwhere dear
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,176,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",90,think i‘m waiting bus inform get ever get
ham,You getting back any time soon?,31,getting back time soon
ham,", how's things? Just a quick question.",38,hows things quick question
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",66,probably come everybodys done around ltgt right
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,180,got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended
ham,I can ask around but there's not a lot in terms of mids up here,63,ask around theres lot terms mids
ham,Be sure to check your yahoo email. We sent photos yesterday,59,sure check yahoo email sent photos yesterday
ham,What was she looking for?,25,looking
ham,Wherre's my boytoy ? :-(,24,wherres boytoy
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,148,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",149,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,165,tell bad character u dnt lik ill try change ltgt add tat new year resolution waiting ur replybe frankgood morning
ham,No:-)i got rumour that you going to buy apartment in chennai:-),63,noi got rumour going buy apartment chennai
ham,"Yeah, probably earlier than that",32,yeah probably earlier
ham,Change windows logoff sound..,29,change windows logoff sound
ham,Still i have not checked it da. . .,35,still checked da
ham,I'm also came to room.,22,im also came room
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,103,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
ham,Ok.,3,ok
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,126,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free
ham,"Cool, text me when you head out",31,cool text head
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",140,contacted dating service someone know find call land line poboxwtgp
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",161,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,75,happy birthday may u find ur prince charming soon n dun work hard
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",121,oh grand bit party doesnt mention cover charge probably first come first served
ham,You said to me before i went back to bed that you can't sleep for anything.,75,said went back bed cant sleep anything
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,95,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,156,dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,114,says ltgt year old man money im last ltgt still waiting check
ham,I will come to ur home now,26,come ur home
ham,Free any day but i finish at 6 on mon n thurs...,48,free day finish mon n thurs
ham,Will you be here for food,25,food
ham,"life alle mone,eppolum oru pole allalo",38,life alle moneeppolum oru pole allalo
ham,Nite...,7,nite
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",125,two fundamentals cool life walk like king walk like dont carewhoever king gud nyt
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",188,camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,124,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit js love ya amx
